ta	tema	tema	0		P	sg g
  	@ta	tema	0		P	sg n
nende	see	see	de		P	pl g
     	@nende	tema	de		P	pl g
lehmad	lehmad	lehm	d		S	pl n
issiärranis	####	####				
           	#iseäranis	ise_äranis	0		D	
nende	@nende	see	de		P	pl g
     	tema	tema	de		P	pl g
tükkide	tükkide	tükk	de		S	pl g
peal	peal	peal	0		D	
    	@peal	peal	0		K	
    	pea	pea	l		S	sg ad
hoiab	hoiab	hoid	b		V	b
ja	ja	ja	0		J	
woerad	####	####				
      	#võõrad	võõras	d		A	pl n
lehmad	lehmad	lehm	d		S	pl n
neist	see	see	st		P	pl el
     	@neist	tema	st		P	pl el
emal	ema	ema	l		S	sg ad
    	£eemal	eemal	0		D	
hoiab	hoiab	hoid	b		V	b
.	.	.			Z	
Et	et	et	0		J	
selwisil	####	####				
        	#selviisil	sel_viisil	0		D	
nende	see	see	de		P	pl g
     	@nende	tema	de		P	pl g
lehmad	lehmad	lehm	d		S	pl n
rahhu	####	####				
     	#rahu	rahu	0		S	sg p
saaks	saaks	saa	ks		V	ks
ja	ja	ja	0		J	
nemmad	####	####				
      	#nemad	tema	d		P	pl n
riust	####	####				
     	#riiust	riid	st		S	sg el
ärrapeaseks	####	####				
           	#ära_pääseks	ära_pääse	ks		V	ks
.	.	.			Z	
Annud	####	####				
     	#andnud	and	nud		V	nud
ka	ka	ka	0		D	
oma	oma	oma	0		A	sg g
   	oma	oma	0		A	sg n
   	oma	oma	0		A	sg p
   	oma	oma	0		D	
   	@oma	oma	0		P	sg g
   	oma	oma	0		P	sg n
   	oma	oma	0		P	sg p
   	oma	oma	0		S	sg g
   	oma	oma	0		S	sg n
   	oma	oma	0		S	sg p
   	oma	oma	0		V	o
naestele	####	####				
        	#naistele	naine	tele		S	pl all
Esmaspääw	####	####				
         	#esmaspäev	esmas_päev	0		S	sg n
käsko	####	####				
     	#käsku	käsk	0		S	sg p
,	,	,			Z	
lehmad	lehmad	lehm	d		S	pl n
pöllale	####	####				
       	#põllule	põld	le		S	sg all
issepäinis	####	####				
          	#isepäinis	ise_päinis	0		D	
omma	####	####				
    	#oma	oma	0		P	sg g
    	on	ole	0		V	vad
tükkide	tükkide	tükk	de		S	pl g
peale	peale	peale	0		D	
     	@peale	peale	0		K	
     	pea	pea	le		S	sg all
ajada	ajada	aja	da		V	da
.	.	.			Z	
Teisipääw	####	####				
         	#teisipäev	teisi_päev	0		S	sg n
hommiko	####	####				
       	#hommiku	hommik	0		S	sg g
läinud	läinud	läinud	0		A	
      	läinud	läinud	0		A	sg n
      	läinu	läinu	d		S	pl n
      	läinud	läinud	d		A	pl n
      	@läinud	mine	nud		V	nud
temma	####	####				
     	#tema	tema	0		P	sg g
     	tema	tema	0		P	sg n
naene	####	####				
     	#naine	naine	0		S	sg n
Marri	####	####				
     	#Mari	Marri	0		H	sg n
,	,	,			Z	
Jaen	####	####				
    	#Jaan	Jaen	0		H	sg n
Kanker	####	####				
      	#Kanker	Kanker	0		H	sg n
naene	####	####				
     	#naine	naine	0		S	sg n
An	####	####				
  	#Ann	Ann	0		H	sg n
ja	ja	ja	0		J	
Andr	####	####				
    	#Andr	Andr	0		Y	?
.	.	.			Z	
Pissa	####	####				
     	#Pisa	Pissa	0		H	sg g
naene	####	####				
     	#naine	naine	0		S	sg n
Ingel	Inge	Inge	l		H	sg ad
     	ingel	ingel	0		S	sg n
     	£Ingel	Ingel	0		H	sg n
ommad	####	####				
     	#omad	oma	d		P	pl n
lehmad	lehmad	lehm	d		S	pl n
pöllale	####	####				
       	#põllule	põld	le		S	sg all
ajama	ajama	aja	ma		V	ma
.	.	.			Z	
Joh	####	####				
   	#Joh	Joh	0		Y	?
.	.	.			Z	
Kokla	####	####				
     	#Kokla	Kokla	0		H	sg g
naene	####	####				
     	#naine	naine	0		S	sg n
Lena	####	####				
    	#Leena	Lena	0		H	sg n
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
lasknud	lask=nud	lask=nud	0		A	
       	lask=nud	lask=nud	0		A	sg n
       	lask=nu	lask=nu	d		S	pl n
       	lask=nud	lask=nud	d		A	pl n
       	@lasknud	lask	nud		V	nud
neid	neid	neid	0		S	sg n
    	see	see	d		P	pl p
    	@neid	tema	d		P	pl p
agga	####	####				
    	#aga	aga	0		J	
mitte	mitte	mitte	0		D	
ülle	ülle	ülle	0		D	
    	üle	üle	0		D	
    	@üle	üle	0		K	
te	sina	sina	0		P	pl g
  	sina	sina	0		P	pl n
  	£tee	tee	0		S	sg g
lehmi	lehmi	lehm	i		S	pl p
omma	####	####				
    	#oma	oma	0		P	sg g
    	on	ole	0		V	vad
tükkide	tükkide	tükk	de		S	pl g
peale	peale	peale	0		D	
     	@peale	peale	0		K	
     	pea	pea	le		S	sg all
ajada	ajada	aja	da		V	da
.	.	.			Z	
Pannud	pan=nud	pan=nud	0		A	
      	pan=nud	pan=nud	0		A	sg n
      	pan=nu	pan=nu	d		S	pl n
      	pan=nud	pan=nud	d		A	pl n
      	@pannud	pane	nud		V	nud
pölwili	####	####				
       	#põlvili	põlvili	0		D	
mahha	####	####				
     	#maha	maha	0		D	
,	,	,			Z	
lönud	####	####				
     	#löönud	löö	nud		V	nud
witsaga	vitsaga	vits	ga		S	sg kom
wasto	####	####				
     	vastu	vastu	0		D	
     	#vastu	vastu	0		K	
maad	maa	maa	d		S	pl n
    	@maad	maa	d		S	sg p
ja	ja	ja	0		J	
öölnud	####	####				
      	#öelnud	ütle	nud		V	nud
:	:	:			Z	
Raiugu	raiugu	raiu	gu		V	gu
mo	####	####				
  	#mu	mina	0		P	sg g
pea	pea	pea	0		D	
   	pea	pea	0		S	sg g
   	@pea	pea	0		S	sg n
   	pida	pida	0		V	o
otsast	otsast	otsast	0		K	
      	@otsast	ots	st		S	sg el
ärra	####	####				
    	#ära	ära	0		D	
    	ära	ära	0		V	neg o
,	,	,			Z	
agga	####	####				
    	#aga	aga	0		J	
sedda	####	####				
     	#seda	see	da		P	sg p
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
pea	pea	pea	0		D	
   	pea	pea	0		S	sg g
   	pea	pea	0		S	sg n
   	@pea	pida	0		V	o
sama	sama	sama	0		P	sg g
    	sama	sama	0		P	sg n
    	sama	sama	0		P	sg p
    	£saama	saa	ma		V	ma
,	,	,			Z	
et	et	et	0		J	
teie	sina	sina	0		P	pl g
    	@teie	sina	0		P	pl n
ommad	####	####				
     	#omad	oma	d		P	pl n
tükkid	####	####				
      	#tükid	tükk	d		S	pl n
issipäinis	####	####				
          	#isepäinis	ise_päinis	0		D	
ärrasödate	####	####				
          	#ära_söödate	ära_sööt	te		V	te
;	;	;			Z	
pöld	####	####				
    	#põld	põld	0		S	sg n
peab	peab	pida	b		V	b
ühheskoos	####	####				
         	#üheskoos	ühes_koos	0		D	
ärrasödetud	####	####				
           	#ärasöödetud	ära_sööt	tud		V	tud
sama	sama	sama	0		P	sg g
    	sama	sama	0		P	sg n
    	sama	sama	0		P	sg p
    	£saama	saa	ma		V	ma
.	.	.			Z	
Karjane	karjane	karjane	0		S	sg n
ajanud	aja=nud	aja=nud	0		A	
      	aja=nud	aja=nud	0		A	sg n
      	aja=nu	aja=nu	d		S	pl n
      	aja=nud	aja=nud	d		A	pl n
      	@ajanud	aja	nud		V	nud
agga	####	####				
    	#aga	aga	0		J	
siiski	siiski	siiski	0		D	
lehmad	lehmad	lehm	d		S	pl n
omma	####	####				
    	#oma	oma	0		P	sg g
    	on	ole	0		V	vad
tükkide	tükkide	tükk	de		S	pl g
peale	peale	peale	0		D	
     	@peale	peale	0		K	
     	pea	pea	le		S	sg all
.	.	.			Z	
Lena	####	####				
    	#Leena	Lena	0		H	sg n
Kokla	####	####				
     	#Kokla	Kokla	0		H	sg n
läinud	läinud	läinud	0		A	
      	läinud	läinud	0		A	sg n
      	läinu	läinu	d		S	pl n
      	läinud	läinud	d		A	pl n
      	@läinud	mine	nud		V	nud
agga	####	####				
    	#aga	aga	0		J	
senna	senna	senna	0		S	sg g
     	senna	senna	0		S	sg n
     	£sinna	sinna	0		D	
,	,	,			Z	
annud	####	####				
     	#andnud	and	nud		V	nud
karjase	karjase	karjane	0		S	sg g
P. Maiwelile	####	####				
            	#P_._Maivelile	P_._Maiwel	le		H	sg all
4	4	4	0		N	?
-	-	-			Z	
5	5	5	0		N	?
hopi	####	####				
    	#hoopi	hoop	0		S	sg p
witsaga	vitsaga	vits	ga		S	sg kom
pihta	piht	piht	0		S	adt
     	piht	piht	0		S	sg p
     	@pihta	pihta	0		D	
     	pihta	pihta	0		K	
     	pihta	pihta	0		V	o
.	.	.			Z	
P. Maiwel	####	####				
         	#P_._Maivel	P_._Maiwel	0		H	sg n
tömbanud	####	####				
        	#tõmmanud	tõmba	nud		V	nud
witsa	vits	vits	0		S	adt
     	@vitsa	vits	0		S	sg g
     	vits	vits	0		S	sg p
ta	@ta	tema	0		P	sg g
  	tema	tema	0		P	sg n
käest	@käest	käest	0		K	
     	käsi	käsi	st		S	sg el
ärra	####	####				
    	#ära	ära	0		D	
    	ära	ära	0		V	neg o
ja	ja	ja	0		J	
pannud	pan=nud	pan=nud	0		A	
      	pan=nud	pan=nud	0		A	sg n
      	pan=nu	pan=nu	d		S	pl n
      	pan=nud	pan=nud	d		A	pl n
      	@pannud	pane	nud		V	nud
jookso	####	####				
      	#jooksu	jooks	0		S	adt
.	.	.			Z	
L. Kokla	####	####				
        	#L_._Kokla	L_._Kokla	0		H	sg n
jooksnud	jooks=nud	jooks=nud	0		A	
        	jooks=nud	jooks=nud	0		A	sg n
        	jooks=nu	jooks=nu	d		S	pl n
        	jooks=nud	jooks=nud	d		A	pl n
        	@jooksnud	jooks	nud		V	nud
järrel	####	####				
      	#järel	järel	0		D	
,	,	,			Z	
kukkunud	kukku=nud	kukku=nud	0		A	
        	kukku=nud	kukku=nud	0		A	sg n
        	kukku=nu	kukku=nu	d		S	pl n
        	kukku=nud	kukku=nud	d		A	pl n
        	@kukkunud	kukku	nud		V	nud
krawi	####	####				
     	#kraavi	kraav	0		S	sg g
kaldal	kaldal	kallas	l		S	sg ad
mahha	####	####				
     	#maha	maha	0		D	
,	,	,			Z	
wiskanud	####	####				
        	#visanud	viska	nud		V	nud
mullatükkidega	mullatükkidega	mulla_tükk	dega		S	pl kom
weel	@veel	veel	0		D	
    	vesi	vesi	l		S	sg ad
    	veel	vesi	l		S	sg ad
P. Maiwel	####	####				
         	#P_._Maivel	P_._Maiwel	0		H	sg n
järrel	####	####				
      	#järel	järel	0		K	
ja	ja	ja	0		J	
ajanud	aja=nud	aja=nud	0		A	
      	aja=nud	aja=nud	0		A	sg n
      	aja=nu	aja=nu	d		S	pl n
      	aja=nud	aja=nud	d		A	pl n
      	@ajanud	aja	nud		V	nud
lehmad	lehmad	lehm	d		S	pl n
lehmad	lehmad	lehm	d		S	pl n
jälle	jälle	jälle	0		D	
sealt	@sealt	sealt	0		D	
     	siga	siga	lt		A	sg abl
     	siga	siga	lt		S	sg abl
ärra	####	####				
    	#ära	ära	0		D	
    	ära	ära	0		V	neg o
.	.	.			Z	
Siis	@siis	siis	0		D	
    	siis	siis	0		J	
saatnud	saat=nud	saat=nud	0		A	
       	saat=nud	saat=nud	0		A	sg n
       	saat=nu	saat=nu	d		S	pl n
       	saat=nud	saat=nud	d		A	pl n
       	@saatnud	saat	nud		V	nud
temma	####	####				
     	#tema	tema	0		P	sg g
     	tema	tema	0		P	sg n
naene	####	####				
     	#naine	naine	0		S	sg n
Marri	####	####				
     	#Mari	Marri	0		H	sg n
wabriko	####	####				
       	#vabriku	vabrik	0		S	adt
talle	tall	tall	0		S	adt
     	tall	tall	0		S	sg g
     	tall	tall	0		S	sg p
     	tall	tall	e		S	pl p
     	@talle	tema	lle		P	sg all
käsko	####	####				
     	#käsku	käsk	0		S	sg p
,	,	,			Z	
et	et	et	0		J	
ta	tema	tema	0		P	sg g
  	@ta	tema	0		P	sg n
pöldo	####	####				
     	#põldu	põld	0		S	adt
tulleks	####	####				
       	#tuleks	tule	ks		V	ks
.	.	.			Z	
Temma	####	####				
     	#tema	tema	0		P	sg n
(	(	(			Z	
T. Raja	####	####				
       	#T_._Raja	T_._Raja	0		H	sg n
)	)	)			Z	
läinud	läinud	läinud	0		A	
      	läinud	läinud	0		A	sg n
      	läinu	läinu	d		S	pl n
      	läinud	läinud	d		A	pl n
      	@läinud	mine	nud		V	nud
pöllale	####	####				
       	#põllule	põld	le		S	sg all
ja	ja	ja	0		J	
öölnud	####	####				
      	#öelnud	ütle	nud		V	nud
Lena	####	####				
    	#Leena	Lena	0		H	sg n
Koklale	####	####				
       	#Koklale	Kokla	le		H	sg all
,	,	,			Z	
kes	kes	kes	0		P	pl n
   	@kes	kes	0		P	sg n
ikka	iga	iga	0		S	adt
    	@ikka	ikka	0		D	
peale	@peale	peale	0		D	
     	peale	peale	0		K	
     	pea	pea	le		S	sg all
rielnud	####	####				
       	#riielnud	riidle	nud		V	nud
:	:	:			Z	
Ärra	####	####				
    	#ära	ära	0		V	neg o
riidle	riidle	riidle	0		V	o
tühja	tühi	tühi	0		A	adt
     	tühi	tühi	0		A	sg g
     	tühi	tühi	0		A	sg p
     	£tühja	tühja	0		D	
,	,	,			Z	
just	@just	just	0		D	
    	just	just	0		I	
sepärrast	####	####				
         	#seepärast	see_pärast	0		D	
et	et	et	0		J	
riust	####	####				
     	#riiust	riid	st		S	sg el
peaseksime	####	####				
          	#pääseksime	pääse	ksime		V	ksime
,	,	,			Z	
olleme	####	####				
      	#oleme	ole	me		V	me
issekeskis	####	####				
          	#isekeskis	ise_keskis	0		D	
leppinud	leppi=nud	leppi=nud	0		A	
        	leppi=nud	leppi=nud	0		A	sg n
        	leppi=nu	leppi=nu	d		S	pl n
        	leppi=nud	leppi=nud	d		A	pl n
        	@leppinud	leppi	nud		V	nud
nende	@nende	see	de		P	pl g
     	tema	tema	de		P	pl g
meestega	meene	meene	tega		A	pl kom
        	@meestega	mees	tega		S	pl kom
,	,	,			Z	
kelle	kes	kes	0		P	pl g
     	@kes	kes	0		P	sg g
tükkid	####	####				
      	#tükid	tükk	d		S	pl n
siin	@siin	siin	0		D	
    	siin	siin	0		S	sg n
jöe	####	####				
   	#jõe	jõgi	0		S	sg g
pool	@pool	pool	0		K	
    	pool	pool	0		N	sg n
    	pool	pool	0		S	sg n
teed	tee	tee	d		S	pl n
    	@teed	tee	d		S	sg p
    	tege	tege	d		V	d
seiswad	seisev	seisev	d		A	pl n
       	£seisavad	seis	vad		V	vad
,	,	,			Z	
et	et	et	0		J	
meite	####	####				
     	#meie	mina	te		P	pl g
lehmad	lehmad	lehm	d		S	pl n
siin	@siin	siin	0		D	
    	siin	siin	0		S	sg n
omma	####	####				
    	#oma	oma	0		P	sg g
    	on	ole	0		V	vad
tükkide	tükkide	tükk	de		S	pl g
peal	peal	peal	0		D	
    	@peal	peal	0		K	
    	pea	pea	l		S	sg ad
süa	####	####				
   	#süüa	söö	a		V	da
woiwad	####	####				
      	#võivad	või	vad		V	vad
.	.	.			Z	
Teie	sina	sina	0		P	pl g
    	@teie	sina	0		P	pl n
söötke	söötke	sööt	ke		V	ge
keskpöllu	####	####				
         	#keskpõllu	kesk_põld	0		S	sg g
rentnikkudega	rentnikkudega	rentnik	dega		S	pl kom
teist	sina	sina	st		P	pl el
     	tee	tee	ist		S	pl el
     	teine	teine	t		O	sg p
     	@teist	teine	t		P	sg p
     	teist	teist	0		D	
pool	pool	pool	0		K	
    	pool	pool	0		N	sg n
    	pool	pool	0		S	sg n
    	£pool	pool	0		D	
teed	tee	tee	d		S	pl n
    	@teed	tee	d		S	sg p
    	tege	tege	d		V	d
issepäinis	####	####				
          	#isepäinis	ise_päinis	0		D	
ja	ja	ja	0		J	
nenda	####	####				
     	#nõnda	nõnda	0		D	
olgo	####	####				
    	#olgu	ole	gu		V	gu
siis	@siis	siis	0		D	
    	siis	siis	0		J	
iggauhhel	####	####				
         	#igaühel	igaüks	l		P	sg ad
rahhu	####	####				
     	#rahu	rahu	0		S	sg n
.	.	.			Z	
Sellepeale	sellepeale	selle_peale	0		D	
tulnud	tul=nud	tul=nud	0		A	
      	tul=nud	tul=nud	0		A	sg n
      	tul=nud	tul=nud	d		A	pl n
      	@tulnud	tule	nud		V	nud
      	tulnu	tulnu	d		S	pl n
Joh	####	####				
   	#Joh	Joh	0		Y	?
.	.	.			Z	
Kokla	####	####				
     	#Kokla	Kokla	0		H	sg g
poeg	poeg	poeg	0		S	sg n
Karl	Karl	Karl	0		H	sg n
Kokla	####	####				
     	#Kokla	Kokla	0		H	sg n
ka	ka	ka	0		D	
senna	senna	senna	0		S	sg g
     	senna	senna	0		S	sg n
     	£sinna	sinna	0		D	
et	et	et	0		J	
koddust	####	####				
       	#kodust	kodu	st		S	sg el
näinud	@näinud	näge	nud		V	nud
      	näi=nud	näi=nud	0		A	
      	näi=nud	näi=nud	0		A	sg n
      	näi=nud	näi=nud	d		A	pl n
      	näinu	näinu	d		S	pl n
      	näi	näi	nud		V	nud
kui	kui	kui	0		D	
   	@kui	kui	0		J	
T. Raja	####	####				
       	#T_._Raja	T_._Raja	0		H	sg n
läinud	läinud	läinud	0		A	
      	läinud	läinud	0		A	sg n
      	läinu	läinu	d		S	pl n
      	läinud	läinud	d		A	pl n
      	@läinud	mine	nud		V	nud
.	.	.			Z	
Ta	tema	tema	0		P	sg g
  	@ta	tema	0		P	sg n
öölnud	####	####				
      	#öelnud	ütle	nud		V	nud
:	:	:			Z	
Se	####	####				
  	#see	see	0		P	sg n
polle	####	####				
     	#pole	ole	0		V	neg o
mitte	mitte	mitte	0		D	
öige	####	####				
    	#õige	õige	0		A	sg n
!	!	!			Z	
Pühhapääw	####	####				
         	#pühapäev	püha_päev	0		S	sg n
ollid	####	####				
     	#olid	ole	id		V	sid
mehhed	####	####				
      	#mehed	mees	d		S	pl n
siins	####	####				
     	#siis	siis	0		D	
pöllal	####	####				
      	#põllul	põld	l		S	sg ad
koos	@koos	koos	0		D	
    	koos	koos	0		K	
    	koos	koos	0		S	sg n
    	kubu	kubu	s		S	sg in
ja	ja	ja	0		J	
andsid	andsid	and	sid		V	sid
sedda	####	####				
     	#seda	see	da		P	sg p
asja	asi	asi	0		S	adt
    	asi	asi	0		S	sg g
    	@asja	asi	0		S	sg p
siis	@siis	siis	0		D	
    	siis	siis	0		J	
minnu	####	####				
     	#minu	mina	0		P	sg g
toimetada	toimetada	toimeta	da		V	da
.	.	.			Z	
Siis	@siis	siis	0		D	
    	siis	siis	0		J	
teggin	####	####				
      	#tegin	tege	in		V	sin
rohkem	rohkem	rohkem	0		D	
healede	####	####				
       	#häälte	hääl	de		S	pl g
järrel	####	####				
      	#järel	järel	0		K	
otsust	otsust	otsus	t		S	sg p
,	,	,			Z	
et	et	et	0		J	
Eestpöld	####	####				
        	#eestpõld	eest_põld	0		S	sg n
peab	peab	pida	b		V	b
ühtlasi	ühtlane	ühtlane	i		A	pl p
       	@ühtlasi	ühtlasi	0		D	
ärrasodetud	####	####				
           	¤
sama	sama	sama	0		P	sg g
    	sama	sama	0		P	sg n
    	sama	sama	0		P	sg p
    	£saama	saa	ma		V	ma
,	,	,			Z	
teie	sina	sina	0		P	pl g
    	@teie	sina	0		P	pl n
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
wöi	####	####				
   	#või	või	0		V	o
agga	####	####				
    	#aga	aga	0		J	
tänna	tänna	tänna	0		D	
     	£täna	täna	0		D	
jälle	jälle	jälle	0		D	
uut	uut	uus	t		A	sg p
seadust	seadust	seadus	t		S	sg p
tehha	####	####				
     	#teha	tege	a		V	da
.	.	.			Z	
T. Raja	####	####				
       	#T_._Raja	T_._Raja	0		H	sg n
öölnud	####	####				
      	#öelnud	ütle	nud		V	nud
:	:	:			Z	
Teite	####	####				
     	#teie	sina	te		P	pl g
seadus	seadus	seadus	0		A	sg n
      	@seadus	seadus	0		S	sg n
      	seadu	seadu	s		V	s
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
pudu	pudu	pudu	0		S	sg g
    	pudu	pudu	0		S	sg n
    	pudu	pudu	0		S	sg p
    	£puutu	puutu	0		V	o
meitesse	####	####				
        	#meisse	mina	tesse		P	pl ill
.	.	.			Z	
Kui	kui	kui	0		D	
   	@kui	kui	0		J	
teie	sina	sina	0		P	pl g
    	@teie	sina	0		P	pl n
siin	@siin	siin	0		D	
    	siin	siin	0		S	sg n
Püh	####	####				
   	#Püh	Püh	0		Y	?
.	.	.			Z	
pä	####	####				
  	#pä	pä	0		Y	?
.	.	.			Z	
sedust	####	####				
      	#seadust	seadus	t		S	sg p
teggite	####	####				
       	#tegite	tege	ite		V	site
,	,	,			Z	
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
olnud	ol=nud	ol=nud	0		A	
     	ol=nud	ol=nud	0		A	sg n
     	ol=nud	ol=nud	d		A	pl n
     	@olnud	ole	nud		V	nud
     	olnu	olnu	d		S	pl n
jöe	####	####				
   	#jõe	jõgi	0		S	sg g
äre	####	####				
   	#ääre	äär	0		S	sg g
rentnikkudest	rentnikkudest	rentnik	dest		S	pl el
,	,	,			Z	
ennam	####	####				
     	#enam	enam	0		D	
kui	kui	kui	0		D	
   	@kui	kui	0		J	
kaks	kaks	kaks	0		N	sg n
meest	meene	meene	t		A	sg p
     	@meest	mees	t		S	sg p
     	mesi	mesi	st		S	sg el
seal	@seal	seal	0		D	
    	siga	siga	l		A	sg ad
    	siga	siga	l		S	sg ad
jures	####	####				
     	juures	juur	s		S	sg in
     	#juures	juures	0		D	
     	juures	juures	0		K	
,	,	,			Z	
needki	needki	see	d	ki	P	pl n
tullid	tull	tull	d		S	pl n
      	£tulid	tule	id		V	sid
enne	enne	enne	0		D	
    	@enne	enne	0		K	
