    	£Tiik	Tiik	0		H	sg n
omma	####	####				
    	#oma	oma	0		P	sg g
    	on	ole	0		V	vad
Maggasini	####	####				
         	#magasini	magasin	0		S	sg g
wölla	####	####				
     	#võla	võlg	0		S	sg g
pärrast	####	####				
       	pärast	pära	st		S	sg el
       	pärast	pärane	t		A	sg p
       	pärast	pärast	0		D	
       	#pärast	pärast	0		K	
,	,	,			Z	
se	####	####				
  	#see	see	0		P	sg n
wölg	####	####				
    	#võlg	võlg	0		S	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
,	,	,			Z	
77	77	77	0		N	?
Tsetwerik	####	####				
         	#setverik	setverik	0		S	sg n
Rukkid	rukkid	rukis	d		S	pl n
,	,	,			Z	
29	29	29	0		N	?
Tsetwerik	####	####				
         	#setverik	setverik	0		S	sg n
Odrad	odrad	oder	d		S	pl n
,	,	,			Z	
ja	ja	ja	0		J	
37	37	37	0		N	?
Tsetwerik	####	####				
         	#setverik	setverik	0		S	sg n
Karead	####	####				
      	#kaerad	kaer	d		S	pl n
,	,	,			Z	
ja	ja	ja	0		J	
ta	tema	tema	0		P	sg g
  	@ta	tema	0		P	sg n
tunnista	tunnista	tunnista	0		V	o
        	£tunnistab	tunnista	0		V	b
,	,	,			Z	
et	et	et	0		J	
se	####	####				
  	#see	see	0		P	sg n
temma	####	####				
     	#tema	tema	0		P	sg g
     	tema	tema	0		P	sg n
wölg	####	####				
    	#võlg	võlg	0		S	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
,	,	,			Z	
ja	ja	ja	0		J	
lubbas	####	####				
      	#lubas	luba	s		V	s
omma	####	####				
    	#oma	oma	0		P	sg g
    	on	ole	0		V	vad
wölga	####	####				
     	#võlga	võlg	0		S	sg p
joudomöda	####	####				
         	#jõudumööda	jõudu_mööda	0		D	
ärra	####	####				
    	#ära	ära	0		D	
    	ära	ära	0		V	neg o
maksta	@maksta	maks	ta		V	da
      	maks	maks	ta		V	ta
.	.	.			Z	
Kohtu	kohtu	kohtu	0		V	o
     	@kohtu	kohus	0		S	sg g
ette	esi	esi	tte		S	adt
    	ette	ette	0		D	
    	@ette	ette	0		K	
kutsuti	kutsuti	kutsu	ti		V	ti
Jagumarti	jagu_mart	jagu_mart	0		S	adt
         	jagu_mart	jagu_mart	0		S	sg p
         	£Jaagumardi	Jagumart	0		H	sg g
endine	endine	endine	0		A	sg n
perremees	perre_mees	perre_mees	0		S	sg n
         	@peremees	pere_mees	0		S	sg n
,	,	,			Z	
Ado	Ado	Ado	0		H	sg g
   	@Ado	Ado	0		H	sg n
Ummelas	Ummelas	Ummelas	0		H	sg n
       	£Ummelas	Ummelas	0		H	sg n
omma	####	####				
    	#oma	oma	0		P	sg g
    	on	ole	0		V	vad
Maggasini	####	####				
         	#magasini	magasin	0		S	sg g
wölla	####	####				
     	#võla	võlg	0		S	sg g
pärrast	####	####				
       	pärast	pära	st		S	sg el
       	pärast	pärane	t		A	sg p
       	pärast	pärast	0		D	
       	#pärast	pärast	0		K	
,	,	,			Z	
se	####	####				
  	#see	see	0		P	sg n
wölg	####	####				
    	#võlg	võlg	0		S	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
121	121	121	0		N	?
Tsetwerik	####	####				
         	#setverik	setverik	0		S	sg n
Rukkit	####	####				
      	#rukist	rukis	t		S	sg p
,	,	,			Z	
ja	ja	ja	0		J	
78	78	78	0		N	?
Tsetwerik	####	####				
         	#setverik	setverik	0		S	sg n
Odrad	odrad	oder	d		S	pl n
,	,	,			Z	
ja	ja	ja	0		J	
125	125	125	0		N	?
Tsetwerik	####	####				
         	#setverik	setverik	0		S	sg n
kaerad	kaerad	kaer	d		S	pl n
,	,	,			Z	
ja	ja	ja	0		J	
ta	tema	tema	0		P	sg g
  	@ta	tema	0		P	sg n
tunnistas	tunnistas	tunnista	s		V	s
,	,	,			Z	
se	####	####				
  	#see	see	0		P	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
minno	####	####				
     	mind	mina	0		P	sg p
     	#minu	mina	0		P	sg g
wölg	####	####				
    	#võlg	võlg	0		S	sg n
,	,	,			Z	
ja	ja	ja	0		J	
ta	tema	tema	0		P	sg g
  	@ta	tema	0		P	sg n
ütles	ütles	ütle	s		V	s
kui	kui	kui	0		D	
   	@kui	kui	0		J	
wõimalik	võimalik	võimalik	0		A	sg n
,	,	,			Z	
ja	ja	ja	0		J	
kui	kui	kui	0		D	
   	@kui	kui	0		J	
jodma	####	####				
     	#jõudma	jõud	ma		V	ma
,	,	,			Z	
siis	siis	siis	0		D	
    	@siis	siis	0		J	
ta	tema	tema	0		P	sg g
  	@ta	tema	0		P	sg n
maksma	maksma	maks	ma		V	ma
sedda	####	####				
     	#seda	see	da		P	sg p
ärra	####	####				
    	#ära	ära	0		D	
    	ära	ära	0		V	neg o
.	.	.			Z	
Kohto	####	####				
     	#kohtu	kohus	0		S	sg g
ette	esi	esi	tte		S	adt
    	ette	ette	0		D	
    	@ette	ette	0		K	
kutsuti	kutsuti	kutsu	ti		V	ti
endine	endine	endine	0		A	sg n
Tolli	toll	toll	0		S	adt
     	tolli	toll	0		S	sg g
     	toll	toll	0		S	sg p
     	tolli	tolli	0		V	o
     	£Tolli	Tolli	0		H	sg g
kohha	####	####				
     	#koha	koht	0		S	sg g
perremees	perre_mees	perre_mees	0		S	sg n
         	@peremees	pere_mees	0		S	sg n
Juhan	Juhan	Juhan	0		H	sg n
Promet	####	####				
      	#Promet	Promet	0		H	sg n
,	,	,			Z	
omma	####	####				
    	#oma	oma	0		P	sg g
    	on	ole	0		V	vad
Maggasini	####	####				
         	#magasini	magasin	0		S	sg g
wölla	####	####				
     	#võla	võlg	0		S	sg g
pärrast	####	####				
       	pärast	pära	st		S	sg el
       	pärast	pärane	t		A	sg p
       	pärast	pärast	0		D	
       	#pärast	pärast	0		K	
,	,	,			Z	
se	####	####				
  	#see	see	0		P	sg n
wölla	####	####				
     	#võla	võlg	0		S	sg g
suma	suma	suma	0		S	sg g
    	suma	suma	0		S	sg n
    	suma	suma	0		S	sg p
    	suma	suma	0		V	o
    	£summa	summa	0		S	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
Rukkit	####	####				
      	#rukist	rukis	t		S	sg p
13	13	13	0		N	?
Tsetwerik	####	####				
         	#setverik	setverik	0		S	sg n
,	,	,			Z	
odrad	odrad	oder	d		S	pl n
10	10	10	0		N	?
Tsetwerik	####	####				
         	#setverik	setverik	0		S	sg n
,	,	,			Z	
30	30	30	0		N	?
Tsetwerik	####	####				
         	#setverik	setverik	0		S	sg n
Kaerad	kaerad	kaer	d		S	pl n
ja	ja	ja	0		J	
lubba	####	####				
     	#lubab	luba	0		V	b
omma	####	####				
    	#oma	oma	0		P	sg g
    	on	ole	0		V	vad
wölga	####	####				
     	#võlga	võlg	0		S	sg p
maksta	@maksta	maks	ta		V	da
      	maks	maks	ta		V	ta
joudmomöda	####	####				
          	#jõudumööda	jõudu_mööda	0		D	
igga	####	####				
    	#iga	iga	0		P	sg n
    	iga	iga	0		P	sg g
    	iga	iga	0		P	sg p
    	iga	iga	0		S	sg n
    	iga	iga	0		S	sg p
aasta	aasta	aasta	0		S	sg g
     	@aasta	aasta	0		S	sg n
.	.	.			Z	
Kohto	####	####				
     	#kohtu	kohus	0		S	sg g
ette	esi	esi	tte		S	adt
    	ette	ette	0		D	
    	@ette	ette	0		K	
kutsuti	kutsuti	kutsu	ti		V	ti
Tolli	toll	toll	0		S	adt
     	toll	toll	0		S	sg g
     	toll	toll	0		S	sg p
     	tolli	tolli	0		V	o
     	£Tolli	Tolli	0		H	sg g
kohha	####	####				
     	#koha	koht	0		S	sg g
teine	@teine	teine	0		O	sg n
     	teine	teine	0		P	sg n
perremees	perre_mees	perre_mees	0		S	sg n
         	@peremees	pere_mees	0		S	sg n
,	,	,			Z	
Jaan	@Jaan	Jaan	0		H	sg n
    	jaan	jaan	0		S	sg n
    	jaan	jaan	0		Y	?
Saar	saar	saar	0		S	sg n
    	£Saar	Saar	0		H	sg n
,	,	,			Z	
omma	####	####				
    	#oma	oma	0		P	sg g
    	on	ole	0		V	vad
Maggasini	####	####				
         	#magasini	magasin	0		S	sg g
wölla	####	####				
     	#võla	võlg	0		S	sg g
pärrast	####	####				
       	pärast	pära	st		S	sg el
       	pärast	pärane	t		A	sg p
       	pärast	pärast	0		D	
       	#pärast	pärast	0		K	
,	,	,			Z	
se	####	####				
  	#see	see	0		P	sg n
Summa	summ	summ	0		S	adt
     	summ	summ	0		S	sg g
     	summ	summ	0		S	sg p
     	summa	summa	0		S	sg g
     	@summa	summa	0		S	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
,	,	,			Z	
Rukkid	rukkid	rukis	d		S	pl n
3	3	3	0		N	?
Tsetwerik	####	####				
         	#setverik	setverik	0		S	sg n
odrad	odrad	oder	d		S	pl n
16	16	16	0		N	?
tsetwerik	####	####				
         	#setverik	setverik	0		S	sg n
Kaerad	kaerad	kaer	d		S	pl n
21	21	21	0		N	?
Tsetwerik	####	####				
         	#setverik	setverik	0		S	sg n
,	,	,			Z	
ja	ja	ja	0		J	
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
tunnistab	tunnistab	tunnista	b		V	b
et	et	et	0		J	
se	####	####				
  	#see	see	0		P	sg n
temma	####	####				
     	#tema	tema	0		P	sg g
     	tema	tema	0		P	sg n
wölg	####	####				
    	#võlg	võlg	0		S	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
,	,	,			Z	
ja	ja	ja	0		J	
lubba	####	####				
     	#lubab	luba	0		V	b
sedda	####	####				
     	#seda	see	da		P	sg p
maksta	@maksta	maks	ta		V	da
      	maks	maks	ta		V	ta
.	.	.			Z	
Otti	Ott	Ott	0		H	adt
    	Ott	Ott	0		H	sg p
    	ott	ott	0		S	adt
    	ott	ott	0		S	sg p
    	£Oti	Otti	0		H	sg g
kohha	####	####				
     	#koha	koht	0		S	sg g
,	,	,			Z	
perremees	perre_mees	perre_mees	0		S	sg n
         	@peremees	pere_mees	0		S	sg n
Jaan	@Jaan	Jaan	0		H	sg n
    	jaan	jaan	0		S	sg n
    	jaan	jaan	0		Y	?
Neumann	####	####				
       	#Neumann	Neumann	0		H	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
surnud	@surnud	sure	nud		V	nud
      	surnud	surnud	0		A	
      	surnud	surnud	0		A	sg n
      	surnu	surnu	d		S	pl n
      	surnud	surnud	d		A	pl n
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
olle	####	####				
    	#ole	ole	0		V	o
maksjud	####	####				
       	¤
Rukkid	rukkid	rukis	d		S	pl n
21	21	21	0		N	?
Tsetwerik	####	####				
         	#setverik	setverik	0		S	sg n
Odrad	odrad	oder	d		S	pl n
Tsetwerik	####	####				
         	#setverik	setverik	0		S	sg n
13.	13.	13.	0		O	?
Ja	ja	ja	0		J	
wollimehhed	####	####				
           	#volimehed	voli_mees	d		S	pl n
arwisid	####	####				
       	#arvasid	arva	sid		V	sid
et	et	et	0		J	
se	####	####				
  	#see	see	0		P	sg n
wölg	####	####				
    	#võlg	võlg	0		S	sg n
saab	saab	saa	b		V	b
mahha	####	####				
    	#maha	maha	0		D	
     	maha	maha	0		D	
kustud	kus=tud	kus=tud	0		A	
      	kus=tud	kus=tud	0		A	sg n
      	kus=tu	kus=tu	d		S	pl n
      	kus=tud	kus=tud	d		A	pl n
      	kuse	kuse	tud		V	tud
      	kustu	kustu	d		V	d
      	£kustutatud	kustuta	tud		V	tud
.	.	.			Z	
Ja	ja	ja	0		J	
se	####	####				
  	#see	see	0		P	sg n
sai	@sai	saa	i		V	s
   	sai	sai	0		S	sg n
kohtu	kohtu	kohtu	0		V	o
     	@kohtu	kohus	0		S	sg g
ees	ees	ees	0		D	
   	@ees	ees	0		K	
   	esi	esi	s		S	sg in
nenda	####	####				
     	#nõnda	nõnda	0		D	
arwatud	arva=tud	arva=tud	0		A	
       	arva=tud	arva=tud	0		A	sg n
       	arva=tu	arva=tu	d		S	pl n
       	arva=tud	arva=tud	d		A	pl n
       	@arvatud	arva	tud		V	tud
et	et	et	0		J	
se	####	####				
  	#see	see	0		P	sg n
saab	saab	saa	b		V	b
mahha	####	####				
     	#maha	maha	0		D	
kustud	kus=tud	kus=tud	0		A	
      	kus=tud	kus=tud	0		A	sg n
      	kus=tu	kus=tu	d		S	pl n
      	kus=tud	kus=tud	d		A	pl n
      	kuse	kuse	tud		V	tud
      	kustu	kustu	d		V	d
      	£kustutatud	kustuta	tud		V	tud
.	.	.			Z	
Siis	@siis	siis	0		D	
    	siis	siis	0		J	
tulli	tull	tull	0		S	adt
     	tull	tull	0		S	sg g
     	tull	tull	0		S	sg p
     	@tuli	tule	i		V	s
     	tuli	tuli	0		S	sg n
ette	esi	esi	tte		S	adt
    	@ette	ette	0		D	
    	ette	ette	0		K	
Otti	Ott	Ott	0		H	adt
    	Ott	Ott	0		H	sg p
    	ott	ott	0		S	adt
    	ott	ott	0		S	sg p
    	£Oti	Otti	0		H	sg g
Kohha	####	####				
     	#koha	koht	0		S	sg g
perremehhe	####	####				
          	#peremehe	pere_mees	0		S	sg g
,	,	,			Z	
Hermanni	Hermann	Hermann	0		H	adt
        	@Hermanni	Hermann	0		H	sg g
        	Hermann	Hermann	0		H	sg p
Prokmanni	####	####				
         	#Prokmanni	Prokmann	0		H	sg g
Maggasini	####	####				
         	#magasini	magasin	0		S	sg g
wölg	####	####				
    	#võlg	võlg	0		S	sg n
,	,	,			Z	
ja	ja	ja	0		J	
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
surnud	@surnud	sure	nud		V	nud
      	surnud	surnud	0		A	
      	surnud	surnud	0		A	sg n
      	surnu	surnu	d		S	pl n
      	surnud	surnud	d		A	pl n
,	,	,			Z	
siis	@siis	siis	0		D	
    	siis	siis	0		J	
sai	@sai	saa	i		V	s
   	sai	sai	0		S	sg n
Wollimeste	volli_mest	volli_mest	e		S	pl p
          	£volimeeste	voli_mees	te		S	pl g
lubba	####	####				
     	#luba	luba	0		S	sg n
,	,	,			Z	
et	et	et	0		J	
wölg	####	####				
    	#võlg	võlg	0		S	sg n
saab	saab	saa	b		V	b
mahha	####	####				
     	#maha	maha	0		D	
kustud	kus=tud	kus=tud	0		A	
      	kus=tud	kus=tud	0		A	sg n
      	kus=tu	kus=tu	d		S	pl n
      	kus=tud	kus=tud	d		A	pl n
      	kuse	kuse	tud		V	tud
      	kustu	kustu	d		V	d
      	£kustutatud	kustuta	tud		V	tud
,	,	,			Z	
ja	ja	ja	0		J	
se	####	####				
  	#see	see	0		P	sg n
Summa	summ	summ	0		S	adt
     	summ	summ	0		S	sg g
     	summ	summ	0		S	sg p
     	summa	summa	0		S	sg g
     	@summa	summa	0		S	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
13	13	13	0		N	?
Tsetwerik	####	####				
         	#setverik	setverik	0		S	sg n
Rukkid	rukkid	rukis	d		S	pl n
,	,	,			Z	
ja	ja	ja	0		J	
Odrad	odrad	oder	d		S	pl n
19	19	19	0		N	?
Tsetwerik	####	####				
         	#setverik	setverik	0		S	sg n
ja	ja	ja	0		J	
Kaerad	kaerad	kaer	d		S	pl n
Tsetwerik	####	####				
         	#setverik	setverik	0		S	sg n
49	49	49	0		N	?
ja	ja	ja	0		J	
se	####	####				
  	#see	see	0		P	sg n
saab	saab	saa	b		V	b
mahha	####	####				
     	#maha	maha	0		D	
kustud	kus=tud	kus=tud	0		A	
      	kus=tud	kus=tud	0		A	sg n
      	kus=tu	kus=tu	d		S	pl n
      	kus=tud	kus=tud	d		A	pl n
      	kuse	kuse	tud		V	tud
      	kustu	kustu	d		V	d
      	£kustutatud	kustuta	tud		V	tud
.	.	.			Z	
Siis	@siis	siis	0		D	
    	siis	siis	0		J	
tulli	tull	tull	0		S	adt
     	tull	tull	0		S	sg g
     	tull	tull	0		S	sg p
     	@tuli	tule	i		V	s
     	tuli	tuli	0		S	sg n
ette	esi	esi	tte		S	adt
    	@ette	ette	0		D	
    	ette	ette	0		K	
endine	endine	endine	0		A	sg n
Kangru	kangur	kangur	0		S	sg g
      	£Kangru	Kangru	0		H	sg g
perremees	perre_mees	perre_mees	0		S	sg n
         	@peremees	pere_mees	0		S	sg n
Mart	@Mart	Mart	0		H	sg n
    	mart	mart	0		S	sg n
Saar	saar	saar	0		S	sg n
    	@Saar	Saar	0		H	sg n
-	-	-			Z	
omma	####	####				
    	#oma	oma	0		P	sg g
    	on	ole	0		V	vad
Maggasin	####	####				
        	#magasin	magasin	0		S	sg n
wölla	####	####				
     	#võla	võlg	0		S	sg g
pärrast	####	####				
       	pärast	pära	st		S	sg el
       	pärast	pärane	t		A	sg p
       	pärast	pärast	0		D	
       	#pärast	pärast	0		K	
,	,	,			Z	
ja	ja	ja	0		J	
tunnis	tund	tund	s		S	sg in
      	¤
et	et	et	0		J	
,	,	,			Z	
se	####	####				
  	#see	see	0		P	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
temma	####	####				
     	#tema	tema	0		P	sg g
     	tema	tema	0		P	sg n
wölg	####	####				
    	#võlg	võlg	0		S	sg n
,	,	,			Z	
ja	ja	ja	0		J	
lubbas	####	####				
      	#lubas	luba	s		V	s
sedda	####	####				
     	#seda	see	da		P	sg p
,	,	,			Z	
joudomöda	####	####				
         	#jõudumööda	jõudu_mööda	0		D	
maksta	@maksta	maks	ta		V	da
      	maks	maks	ta		V	ta
.	.	.			Z	
Se	####	####				
  	#see	see	0		P	sg n
wölla	####	####				
     	#võla	võlg	0		S	sg g
summa	summ	summ	0		S	adt
     	summ	summ	0		S	sg g
     	summ	summ	0		S	sg p
     	summa	summa	0		S	sg g
     	@summa	summa	0		S	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
91	91	91	0		N	?
Tserikud	####	####				
        	¤
Rukkid	rukkid	rukis	d		S	pl n
,	,	,			Z	
ja	ja	ja	0		J	
44	44	44	0		N	?
Werikkud	####	####				
        	#veerikut	veerik	d		S	sg p
Odra	Odra	Odra	0		H	sg g
    	Odra	Odra	0		H	sg n
    	oder	oder	0		S	sg g
    	£otra	oder	0		S	sg p
,	,	,			Z	
ja	ja	ja	0		J	
23	23	23	0		N	?
werikkud	####	####				
        	#veerikut	veerik	d		S	sg p
kaerad	kaerad	kaer	d		S	pl n
.	.	.			Z	
Wölg	####	####				
    	#võlg	võlg	0		S	sg n
mis	mis	mis	0		P	pl n
   	@mis	mis	0		P	sg n
Kulli	kull	kull	0		S	adt
     	kull	kull	0		S	sg g
     	kull	kull	0		S	sg p
     	£Kulli	Kulli	0		H	sg g
kohha	####	####				
     	#koha	koht	0		S	sg g
peale	peale	peale	0		D	
     	@peale	peale	0		K	
     	pea	pea	le		S	sg all
wölga	####	####				
     	#võlgu	võlgu	0		D	
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
,	,	,			Z	
Jürri	####	####				
     	#Jüri	Jürri	0		H	sg n
Suurmanni	suur_mann	suur_mann	0		S	adt
         	suur_mann	suur_mann	0		S	sg g
         	suur_mann	suur_mann	0		S	sg p
         	£Suurmanni	Suurmann	0		H	sg g
aeg	aeg	aeg	0		S	sg n
jubba	####	####				
     	#juba	juba	0		D	
jänud	####	####				
     	#jäänud	jää	nud		V	nud
,	,	,			Z	
50	50	50	0		N	?
werikud	####	####				
       	#veerikut	veerik	d		S	sg p
Rukkid	rukkid	rukis	d		S	pl n
,	,	,			Z	
42	42	42	0		N	?
odrad	odrad	oder	d		S	pl n
,	,	,			Z	
65	65	65	0		N	?
werik	####	####				
     	#veerik	veerik	0		S	sg n
Kaerad	kaerad	kaer	d		S	pl n
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
olle	####	####				
    	#ole	ole	0		V	o
ennam	####	####				
     	#enam	enam	0		D	
loota	lood	lood	ta		S	sg ab
     	loog	loog	ta		S	sg ab
     	@loota	loot	a		V	da
